0008318: Compliance Update Report Missing Timestamp
0008317: Declaration Flow - Clearing Issue in CustomAffectedObject and TEFUP Fields
0008316: Parent-Child Specification Flow unable to select parent spec to give general information data on it.
0008315: Substance Where-Used Report – 'Generate Report' Button Text Update
0008314: Export to Excel only displays one specification in the file - Item MPN PartGroup
0008313: Unable to request compliance from SE
0008312: Composition Reuse is not loading RMI composition from MFR block in newly created declaration.
0008311: [Declaration] Part group - Unable to import file - Item not matched error is displayed
0008307: Loading exisiting composition loader appears on part group declaration composition reuse feature is MPN specific.
0008305: [Search Field] Unable to type in the Specification search field for Item MPN & PG
0008301: [MPN Search] Final Compliance updates for archived specification when new dec is approved
0008299: Session Expiry - Login glitch
0008293: Unable to update attribute mapping in admin panel.
0008285: CMRT - Import file
0008281: Affected object is not selected in Pending declarations
0008280: Compliance Update Report - View Report from Dashboard Navigates to Blank Report Page
0008278: Compliance Update Report - Report page becomes blank on back navigation
0008272: BOM report - Include items with no Compliance issues Filter
0008256: Compliance Update Report - Initial Compliance Change Not Displayed for MPN
0008242: Campaign Agent - Supplier Response Time and Campaign's Priority Level
0008238: Allow exemption(s) update after file IPC file import
0008233: Campaign Manager - Selected Parts Not Retained When Using IN File search
0008207: [BOM Import] BOM import is not capturing second level child components in it's BOM tab .
0008206: [Bulk Item Import] BOm relation is present on backend  UI not showing child in bom tab of item but parent appears in where use.
0007903: [TEST] Supplier acceptance was set FALSE yet FMD mass from file was imported and file loaded successfully pop up appeared.
0007985: Substance cannot be added multiple times for IPC-Class C
0007384: Applicable part type tab information is not exported when Specification data is exported.
0008130: [Substance-Where-Used-Report] updates in columns of the report template
